Keelan,Nipps,M,3,604
Amanza,Greisiger,G,5,146
Hounshell,Revera,E,1,604
Schlotte,James,N,1,378
Lingad,Bartrum,D,4,267
Duce,Squiers,P,5,547
Toal,Holyfield,D,2,465
Ramano,Labove,A,4,659
Brentley,Rothstein,I,4,481
Kosik,Vandenburg,E,4,309
Brasch,Cobbin,A,2,631
Lien,Degenhardt,M,4,483
Owenby,Steigerwalt,A,10,606
Nati,Bonawitz,A,2,412
Ello,Madeira,J,2,551
Mcintee,Kuczenski,A,7,810
Watkin,Verbeck,P,4,631
Julock,Selover,L,5,320
Silvia,Poth,B,1,305
Dellapenna,Silsby,P,3,108
Huddy,Mandujano,A,8,326
Husselbee,Terronez,F,4,600
Felzien,Rembold,G,5,511
Rivenbark,Samantha,G,4,243
Gann,Lusco,L,2,702
Sciarini,Mockler,C,4,370
Garhart,Pollnow,D,5,257
Nicastro,Rittenour,H,3,509
Kluz,Stfleur,A,5,477
Dumke,Wray,H,3,290
Tichenor,Bichsel,A,1,387
Goodrick,Chimes,A,8,191
Fabro,Anliker,B,3,516
Steinhauer,Cendana,G,3,746
Kincaid,Roses,A,9,935
Ashalintubbi,Stenner,D,2,631
Judice,Gilcrease,A,4,36
Tawney,Wirtzfeld,C,1,167
Galm,Ogando,H,1,122
Sanger,Vidal,Q,3,608
Mcroyal,Ingram,H,4,737
Kodama,Urioste,F,1,377
Owczarzak,Mailloux,J,5,128
Hotard,Palumbo,A,3,315
Gluth,Deiss,C,4,304
Vanboerum,Baglione,N,5,695
Sampson,Pegram,C,5,526
Slawter,Kahoohalphala,A,3,748
Riney,Eicher,I,5,532
Picone,Leduc,C,5,241
Hardaman,Etulain,O,2,482
Mckillop,Rhudy,G,1,258
Rosemore,Mendoza,A,10,723
Mcfaul,Lafavor,F,4,562
Risi,Towe,D,3,493
Corea,Degracia,J,4,321
Calvert,Kasel,F,3,519
Baibak,Brzostek,F,3,371
Beagley,Kualii,H,3,422
Neusch,Brockert,M,3,317
Godwyn,Kepley,O,3,63
Panone,Semel,A,9,945
Lacrone,Spagnolo,H,2,434
Neiswender,Sebold,D,2,305
Harkless,Lintz,E,1,56
Weisner,Juntunen,A,3,994
Mundorf,Hauslein,E,5,39
Lashutva,Cassinelli,D,4,546
Ledden,Boland,Q,4,473
Montz,Klinck,P,4,300
Helweg,Kaneholani,L,1,734
Latterell,Bartles,A,8,757
Timm,Faustino,A,8,602
Tozer,Pokora,A,10,493
Stelzl,Konz,A,1,645
Pallotto,Siordia,G,5,332
Ancell,Somdah,E,5,613
Tolle,Shopen,M,2,66
Civatte,Vannuland,A,1,947
Barrasa,Whyard,D,5,57
Mcentyre,Bognar,B,3,240
Brought,Petrillo,K,3,733
Kondo,Mooring,B,3,451
Lauters,Freer,G,1,695
Keith,Higle,Q,3,124
Babst,Whack,Q,3,504
Petralba,Okoro,M,3,123
Humbert,Henkes,M,4,678
Bennage,Rojo,L,1,739
Cremer,Rumph,E,3,186
Mcquarrie,Georgales,H,4,517
Routzahn,Marreo,N,1,181
Poley,Vanasse,F,1,137
Declet,Ringo,L,2,187
Hatala,Lausier,A,6,455
Gendusa,Dunakin,E,4,76
Dame,Stauch,M,4,27
Toboz,Geiszler,C,4,321
Fron,Perley,I,3,181
Boal,Tebbetts,L,2,182
Kinnan,Esteve,H,5,195
Boaldin,Clopton,G,3,273
Lighthall,Parrigan,A,4,895
Harrelson,Staunton,L,5,731
Gallus,Charter,H,1,199
Tallent,Weeden,A,4,618
Kreatsoulas,Robbs,F,2,266
Arichabala,Dailey,M,4,304
Songco,Davydov,A,8,500
Biesenthal,Kossey,P,3,560
Beseke,Semrau,M,4,125
Lecy,Oliver,K,4,585
Bowersmith,Ereth,F,1,591
Obrecht,Bonde,K,4,476
Deare,Karg,A,8,632
Schoenegge,Gastelum,D,3,661
Brucken,Buchmiller,M,1,558
Bourgois,Boughan,L,3,344
Orgill,Roxberry,A,9,143
Rotch,Guempel,A,10,690
Scarles,Trezza,Q,5,19
Gebhardt,Peralto,K,4,89
Gencarelli,Correra,L,1,259
Schrock,Aloisi,Q,3,284
Polek,Moldovan,J,1,337
Gould,Stocki,A,3,772
Bucek,Gedney,D,2,418
Labita,Dunnegan,H,2,222
Paletta,Devalk,O,2,363
Arzo,Mickler,G,4,459
Foulke,Duncil,Q,2,237
Riles,Has,B,1,177
Hotten,Garrido,M,2,301
Heitbrink,Holzner,J,1,502
Spaugh,Gordin,A,8,756
Ferenz,Jacobs,A,2,113
Rackett,Acron,C,2,194
Anning,Xayavong,H,1,340
Stuckel,Depa,B,4,283
Fantauzzo,Cazier,D,1,37
Sjerven,Ostertag,N,1,489
Cimo,Rizzuto,M,4,319
Francese,Toste,L,4,466
Labitan,Stella,Q,5,510
Klusmeyer,Mebus,J,3,570
Hrdlicka,Tindle,H,4,704
Eaton,Bianchini,D,2,650
Scites,Thuney,B,1,664
Lavene,Iwami,J,5,33
Assael,Steggeman,N,2,275
Watchman,Shaginaw,Q,4,09
Hartnell,Mcgue,A,4,193
Bruzek,Lakey,C,3,276
Stodghill,Kaleiwahea,A,5,865
Tyminski,Velthuis,E,5,631
Kremple,Gironda,C,1,736
Bognar,Thuney,P,2,667
Hittson,Lazott,M,1,432
Plate,Blakey,Q,1,346
Clock,Recla,K,1,748
Fredin,Slivka,L,1,671
Peckinpaugh,Huyett,O,3,508
Liss,Paddy,I,4,717
Kampner,Wilmeth,A,3,287
Trachsel,Polly,L,3,673
Breining,Connie,Q,2,724
Hogarth,Guilliam,Q,5,730
Royce,Sollars,B,2,451
Belcher,Berendzen,B,5,552
Almestica,Carpen,A,1,332
Fok,Clinebell,F,2,341
Hoster,Gertsen,F,1,732
Behymer,Pfister,L,5,530
Rzucidlo,Seger,M,5,167
Depp,Carstens,A,5,114
Carnero,Kubicek,E,5,536
Phippen,Strogen,A,1,764
Shastri,Wortinger,D,1,549
Sonka,Arrizaga,N,5,350
Myree,Abreau,Q,3,68
Chesanek,Hurlbut,H,2,09
Smull,Sharrard,D,1,730
Sheff,Binkiewicz,N,2,57
Ravel,Mendler,K,2,288
Vasseur,Veve,C,5,33
Aldred,Wollschlager,A,7,493
Cowen,Boutin,H,2,733
Dryden,Aho,P,2,211
Miracle,Zanini,L,2,737
Henkin,Farbman,H,1,376
Eberwein,Renninger,A,9,888
Kowalec,Alcivar,A,3,494
Fleury,Imondi,B,2,458
Lutman,Leck,Q,3,300
Streff,Takaoka,A,1,790
Goethals,Bronson,K,5,242
Soyars,Fode,F,3,664
Mcnickle,Portie,A,3,660
Cincotta,Agostinelli,J,3,13
Mency,Timmel,P,3,479
Cregeen,Elsen,J,4,462
Weal,Babiracki,O,5,38
Koterba,Benn,J,4,39
Teeples,Mallery,G,3,363
Lin,Aperges,O,3,713
Bongers,Unick,A,9,334
Pompa,Romer,A,8,839
Smay,Croslin,F,4,734
Luevand,Benak,I,2,106
Paulauskis,Mondoux,D,3,737
Tromba,Smylie,D,4,263
Stepler,Rosie,G,3,478
Tilley,Marcou,P,1,64
Rosario,Wordell,K,4,480
Campanaro,Hashem,F,5,455
Vullo,Vea,J,5,291
Kubin,Whiteley,D,1,331
Grahn,Helsel,B,3,167
Heritage,Donovan,P,1,676
Giffin,Hrbek,L,5,239
Berliew,Waston,Q,1,112
Furlough,Baruffa,N,5,746
Ceo,Scargall,D,3,468
Francom,Gone,A,6,527
Stringfellow,Hepa,A,1,944
Spranger,Vair,A,10,333
Housley,Elden,A,2,876
Kurzinski,Brancaccio,F,1,595
Ehrisman,Ferdinandsen,J,5,18
Cacciatori,Caldarella,F,2,200
Cherenfant,Ruise,G,5,233
Schoneman,Gennarelli,B,2,423
Merola,Frascella,H,3,110
Pettersson,Joline,M,4,579
Kunich,Baudino,E,3,372
Hebenstreit,Potterson,B,1,11
